Client_ID,Age,Gender,Marital_Status,Education,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Number_of_Dependents,Housing_Status,Default_History,Current_Loan_Status,Previous_Loans,Overdue_Amount,Late_Payments,Bank_Balance,Default_Risk
C103919,54,Male,Married,Masters,Retired,46968,198666,24,726,3,Rent,1,Rejected,8,38301,12,113883,Low
C103920,54,Female,Married,PhD,Employed,191277,219592,120,383,1,Own,0,Approved,5,64572,12,257811,Medium
C103921,59,Female,Widowed,PhD,Self-Employed,193613,263939,60,542,0,Rent,0,Rejected,5,74497,7,158147,Medium
C103922,54,Female,Widowed,Masters,Unemployed,145401,476487,36,405,3,Own,0,Approved,1,73138,10,471746,Low
C103923,52,Female,Widowed,Other,Retired,48285,482369,12,654,0,Mortgage,0,Ongoing,8,66898,15,193707,Low
C103924,40,Male,Widowed,Other,Retired,123507,489980,180,320,3,Rent,0,Ongoing,7,77556,12,227240,Low
C103925,23,Female,Single,Other,Retired,35430,192577,24,305,4,Mortgage,0,Rejected,4,7,2,210089,Low
C103926,21,Female,Divorced,Bachelors,Self-Employed,160105,178329,12,520,4,Mortgage,0,Approved,9,70408,10,226698,Low
C103927,35,Male,Single,PhD,Unemployed,170990,215582,12,386,4,Mortgage,0,Ongoing,2,18916,7,293999,Low
C103928,26,Female,Single,Masters,Unemployed,38256,120039,240,752,1,Own,0,Approved,8,98632,9,171996,Medium
C103929,66,Female,Single,Other,Retired,199594,313636,180,641,3,Mortgage,0,Approved,9,46479,17,490366,Medium
C103930,46,Female,Single,Other,Employed,141946,114718,48,692,1,Own,1,Closed,6,21259,16,119466,Medium
C103931,30,Female,Divorced,Masters,Retired,51188,474375,12,651,3,Own,0,Ongoing,8,32472,6,345991,Medium
C103932,64,Male,Single,PhD,Retired,75134,413611,12,545,0,Mortgage,1,Rejected,6,59256,17,475821,Low
C103933,69,Female,Widowed,Masters,Employed,72657,77005,120,412,4,Own,1,Rejected,7,13706,9,317729,Low
C103934,34,Male,Married,Bachelors,Employed,56088,30040,48,457,4,Rent,0,Approved,9,18769,19,92126,Low
C103935,62,Female,Widowed,Bachelors,Retired,166051,114009,48,536,3,Own,0,Approved,4,68002,12,203331,High
C103936,49,Female,Married,Masters,Self-Employed,70106,73702,48,542,1,Mortgage,0,Approved,9,5329,6,353937,Low
C103937,65,Female,Widowed,PhD,Self-Employed,152667,26637,180,465,1,Mortgage,0,Closed,9,32106,6,65674,High
C103938,39,Male,Widowed,Other,Employed,183696,72745,60,333,2,Rent,0,Approved,5,60381,19,169178,Medium
C103939,21,Female,Married,Bachelors,Retired,87824,406963,48,554,4,Rent,0,Approved,7,50346,10,474514,Medium
C103940,22,Female,Divorced,Bachelors,Self-Employed,125149,496819,120,601,4,Own,0,Rejected,6,49252,9,172529,Medium
C103941,54,Male,Single,PhD,Retired,191503,156322,60,519,1,Own,0,Closed,0,67997,11,125768,Low
C103942,58,Male,Widowed,Bachelors,Retired,114547,357611,24,331,4,Rent,1,Rejected,9,322,12,99352,Medium
C103943,66,Male,Divorced,Bachelors,Retired,141624,116855,60,808,1,Mortgage,0,Closed,3,61468,11,369045,High
C103944,30,Male,Single,PhD,Self-Employed,168199,234939,24,781,2,Mortgage,0,Closed,7,24216,11,136443,High
C103945,51,Female,Divorced,Masters,Unemployed,37878,475953,48,532,3,Rent,0,Ongoing,8,52801,5,149206,Low
C103946,62,Female,Divorced,Other,Retired,80690,59040,48,514,3,Rent,0,Ongoing,5,4846,2,322212,Medium
C103947,39,Female,Single,Other,Self-Employed,97838,112518,24,541,2,Mortgage,0,Ongoing,3,87675,7,203657,Low
C103948,40,Female,Widowed,Bachelors,Unemployed,128484,429521,36,544,4,Mortgage,0,Rejected,1,98910,16,443984,Medium
C103949,68,Male,Divorced,Other,Employed,151279,201390,120,319,0,Own,0,Ongoing,8,90628,12,289587,Low
C103950,20,Female,Widowed,Masters,Self-Employed,21083,200309,60,509,4,Rent,0,Ongoing,0,69871,7,369740,High
C103951,59,Female,Widowed,Bachelors,Unemployed,23311,88110,120,725,1,Rent,0,Rejected,4,13360,4,60739,Low
C103952,51,Female,Widowed,Other,Self-Employed,43135,363539,120,371,0,Rent,1,Closed,7,30745,3,82399,Medium
C103953,49,Female,Single,High School,Unemployed,77109,188434,12,477,2,Mortgage,0,Closed,3,49990,15,225563,Low
C103954,62,Male,Married,High School,Unemployed,81354,408312,48,822,3,Own,0,Approved,0,99425,17,56477,Medium
C103955,68,Female,Widowed,High School,Self-Employed,126892,257138,60,598,3,Mortgage,0,Approved,3,53117,3,460461,Low
C103956,66,Female,Married,High School,Employed,82233,80764,120,565,4,Rent,0,Ongoing,4,96529,10,388263,Medium
C103957,38,Female,Married,High School,Retired,197284,145290,60,819,3,Rent,0,Rejected,4,99563,7,220308,Low
C103958,63,Male,Divorced,Bachelors,Unemployed,109468,357511,120,794,4,Rent,0,Closed,0,60624,0,398478,Medium
C103959,61,Male,Widowed,PhD,Retired,71588,351482,48,574,1,Rent,0,Rejected,1,23576,12,473730,Low
C103960,38,Female,Widowed,PhD,Employed,51716,445597,120,352,1,Rent,1,Approved,5,49796,3,169296,Medium
C103961,61,Female,Widowed,Bachelors,Retired,147558,220555,24,699,2,Mortgage,0,Ongoing,9,75956,3,388558,High
C103962,28,Female,Married,Bachelors,Retired,98255,155407,48,713,1,Own,0,Approved,4,66132,3,421984,Medium
C103963,56,Male,Single,Masters,Self-Employed,172849,182933,60,788,4,Rent,0,Approved,8,71925,12,180676,Low
C103964,21,Female,Married,PhD,Self-Employed,147326,297051,180,801,3,Rent,0,Closed,6,97830,18,277767,Medium
C103965,68,Female,Widowed,High School,Employed,141921,258143,36,606,1,Rent,0,Rejected,4,51962,15,250248,Low
C103966,18,Female,Widowed,Bachelors,Self-Employed,113481,480405,120,716,1,Mortgage,0,Closed,8,70072,13,223097,Medium
C103967,45,Male,Widowed,High School,Unemployed,179860,44387,24,808,4,Mortgage,0,Closed,0,88689,9,460121,Low
C103968,41,Female,Married,PhD,Employed,155091,485783,48,829,1,Rent,0,Approved,2,82387,4,108929,Low
C103969,52,Female,Widowed,Other,Self-Employed,95018,79655,12,305,3,Rent,0,Ongoing,1,9156,14,104612,Low
C103970,30,Male,Divorced,Other,Self-Employed,66873,62407,180,721,3,Rent,0,Approved,6,42597,5,128509,Low
C103971,64,Male,Widowed,Bachelors,Employed,150241,463478,180,750,3,Rent,1,Rejected,8,97254,18,327139,Low
C103972,51,Female,Single,Masters,Unemployed,160967,402771,48,726,3,Rent,0,Ongoing,1,51938,13,466315,Low
C103973,28,Male,Divorced,High School,Employed,114672,313239,240,689,0,Mortgage,0,Closed,5,84728,10,360978,Low
C103974,53,Female,Widowed,Bachelors,Self-Employed,67672,462267,180,633,3,Rent,0,Rejected,1,54941,2,498458,Medium
C103975,68,Male,Divorced,Masters,Self-Employed,26121,6042,60,747,0,Rent,0,Rejected,2,90625,1,452503,High
C103976,34,Male,Widowed,High School,Employed,119332,108748,60,637,3,Rent,0,Rejected,0,32979,5,460303,Low
C103977,52,Female,Single,PhD,Unemployed,102445,255763,12,387,3,Mortgage,0,Rejected,5,80931,7,104961,Low
C103978,35,Female,Widowed,Other,Unemployed,87863,271332,24,568,4,Rent,0,Approved,1,96804,0,49556,Low
C103979,57,Female,Divorced,Masters,Retired,170002,345740,60,364,3,Mortgage,0,Rejected,2,99073,13,320009,Low
C103980,39,Male,Single,High School,Unemployed,69987,456369,24,363,1,Own,0,Approved,5,60655,15,455609,Low
C103981,41,Female,Married,Bachelors,Employed,120787,146305,24,569,3,Mortgage,0,Ongoing,5,23915,16,295529,Low
C103982,36,Female,Single,High School,Unemployed,148215,270232,48,676,2,Rent,0,Rejected,3,57774,7,280592,Low
C103983,54,Female,Single,Bachelors,Unemployed,186574,268790,24,628,4,Mortgage,0,Approved,0,3258,16,405707,Low
C103984,56,Female,Single,Other,Retired,117083,149199,120,817,4,Rent,0,Rejected,6,82179,12,15366,Low
C103985,38,Female,Divorced,Other,Unemployed,51688,168687,240,720,3,Mortgage,1,Ongoing,1,34522,18,206536,Low
C103986,25,Male,Single,High School,Retired,128034,202095,60,612,2,Mortgage,0,Closed,5,43357,8,423469,Low
C103987,45,Female,Widowed,High School,Retired,128406,282597,60,608,3,Own,0,Ongoing,6,62146,2,183985,Low
C103988,22,Female,Single,Bachelors,Unemployed,27304,319377,36,488,1,Mortgage,0,Closed,1,65581,17,58878,Low
C103989,34,Male,Single,Bachelors,Self-Employed,155121,432731,180,341,4,Own,0,Approved,5,99180,0,435209,Medium
C103990,54,Female,Widowed,Masters,Employed,34947,456308,24,619,4,Own,0,Ongoing,0,24538,12,54031,Low
C103991,53,Female,Widowed,Masters,Employed,29495,262789,36,744,2,Mortgage,0,Approved,5,34723,12,34560,Low
C103992,36,Female,Married,Masters,Unemployed,44707,480663,48,673,0,Mortgage,0,Ongoing,7,2274,11,28296,Low
C103993,44,Female,Single,High School,Employed,64544,463216,36,585,2,Mortgage,0,Rejected,7,7735,0,251916,Low
C103994,51,Female,Divorced,Masters,Employed,181778,350231,180,470,1,Own,1,Closed,6,1739,9,198844,Medium
C103995,28,Male,Single,High School,Retired,120770,329137,24,562,2,Rent,1,Rejected,3,87586,18,400815,Low
C103996,62,Male,Single,Other,Self-Employed,185065,189834,240,834,0,Rent,0,Approved,3,80849,6,317583,Low
C103997,64,Male,Widowed,PhD,Employed,34987,217886,180,441,1,Own,0,Rejected,4,13549,13,196321,Medium
C103998,29,Female,Married,Other,Self-Employed,170161,262493,60,447,1,Own,0,Closed,7,78948,5,253352,Low
C103999,38,Male,Single,High School,Employed,85997,91392,240,739,0,Mortgage,0,Closed,3,31510,5,10525,Low
C104000,28,Female,Divorced,High School,Self-Employed,29993,213539,48,715,3,Mortgage,1,Closed,8,95968,8,247500,Medium
C104001,56,Female,Single,PhD,Self-Employed,31465,127349,24,324,2,Rent,0,Closed,2,82253,19,287047,Medium
C104002,45,Female,Divorced,Bachelors,Employed,102071,158260,240,393,1,Rent,0,Closed,8,67066,15,230070,Medium
C104003,22,Male,Widowed,Bachelors,Retired,52640,71019,240,604,2,Rent,0,Approved,1,555,4,81418,Low
C104004,34,Male,Married,Bachelors,Self-Employed,95997,5451,240,484,0,Mortgage,0,Rejected,5,26624,14,297840,Low
C104005,37,Male,Single,Masters,Self-Employed,32366,402285,240,582,4,Mortgage,0,Ongoing,4,90842,0,469427,Low
C104006,58,Female,Married,Bachelors,Employed,49895,331418,240,454,0,Own,0,Rejected,4,20417,3,365534,Low
C104007,63,Male,Single,Masters,Self-Employed,21785,149458,240,313,2,Mortgage,0,Rejected,5,83083,9,275946,Medium
C104008,29,Female,Divorced,Masters,Self-Employed,26242,405423,48,640,1,Rent,1,Approved,9,71564,5,106826,Medium
C104009,23,Male,Married,Bachelors,Retired,44529,174511,12,772,2,Own,0,Approved,6,45978,1,193583,Low
C104010,34,Male,Single,Bachelors,Self-Employed,132616,188357,240,407,4,Mortgage,0,Approved,3,32498,9,156422,Low
C104011,68,Female,Widowed,PhD,Retired,84399,285301,24,630,1,Rent,0,Approved,3,51172,18,416693,Low
C104012,36,Female,Divorced,PhD,Self-Employed,26356,485758,12,839,4,Mortgage,0,Rejected,8,40453,8,58624,Low
C104013,43,Male,Married,Masters,Self-Employed,174301,79726,240,738,3,Own,0,Closed,3,6023,10,357462,Medium
C104014,65,Male,Single,PhD,Retired,105380,110716,36,683,0,Mortgage,1,Closed,7,89364,3,197663,Medium
C104015,61,Male,Married,Masters,Retired,38220,482201,24,459,3,Rent,0,Approved,9,51092,9,92477,High
C104016,61,Female,Single,High School,Unemployed,176723,439573,12,731,2,Own,1,Ongoing,0,53548,5,27790,Medium
C104017,69,Female,Divorced,Masters,Self-Employed,117222,231286,120,695,3,Rent,0,Rejected,3,62533,2,150481,Medium
C104018,49,Male,Widowed,Masters,Retired,108198,151001,60,787,0,Own,0,Rejected,1,7016,12,205915,Low
C104019,23,Male,Divorced,PhD,Self-Employed,54261,109636,36,488,1,Mortgage,0,Ongoing,9,58554,18,266428,Medium
C104020,53,Female,Married,High School,Self-Employed,150792,184819,24,717,4,Mortgage,0,Approved,4,53405,2,496717,Low
C104021,55,Male,Married,Other,Self-Employed,123467,275057,24,642,1,Rent,0,Rejected,1,9546,19,25420,Low
C104022,28,Female,Single,Other,Employed,62380,473747,60,660,3,Mortgage,0,Ongoing,6,93440,17,170423,Low
C104023,50,Female,Divorced,Other,Unemployed,99833,31727,60,408,2,Own,0,Closed,9,38793,11,321569,Low
C104024,41,Female,Single,High School,Employed,124008,138018,180,600,3,Mortgage,0,Ongoing,6,40344,11,65171,Low
C104025,40,Female,Divorced,Bachelors,Unemployed,108324,66061,240,667,0,Mortgage,0,Ongoing,8,72143,11,295029,Medium
C104026,32,Female,Married,High School,Self-Employed,147718,237791,12,554,0,Mortgage,0,Approved,3,26706,6,145431,Medium
C104027,44,Female,Single,PhD,Self-Employed,124992,203002,12,615,2,Mortgage,0,Rejected,4,40521,8,466459,Low
C104028,28,Male,Single,Masters,Retired,47011,459688,12,370,1,Mortgage,1,Ongoing,2,23406,11,209674,Medium
C104029,68,Female,Divorced,Masters,Unemployed,199675,118388,180,568,0,Mortgage,0,Rejected,6,36035,18,308978,Low
C104030,67,Female,Widowed,PhD,Unemployed,113593,72957,240,800,0,Mortgage,0,Rejected,4,14542,3,273371,Low
C104031,34,Male,Divorced,PhD,Employed,138339,352983,48,508,2,Mortgage,0,Approved,8,70790,9,374485,Low
C104032,68,Female,Widowed,Masters,Unemployed,169519,372793,36,777,1,Rent,0,Closed,6,69739,18,259485,Low
C104033,31,Male,Divorced,Bachelors,Self-Employed,103940,417683,240,475,3,Rent,0,Rejected,3,38658,16,321535,Low
C104034,44,Female,Married,Bachelors,Retired,106677,242406,24,538,4,Mortgage,1,Approved,6,12452,17,79568,Medium
C104035,35,Male,Single,Bachelors,Employed,133570,160576,36,741,2,Rent,0,Approved,0,93020,9,124117,Medium
C104036,45,Male,Divorced,PhD,Retired,84583,212588,60,791,1,Mortgage,1,Ongoing,1,22681,11,59520,Low
C104037,68,Female,Married,Masters,Unemployed,83056,268988,240,398,4,Mortgage,0,Rejected,2,20826,19,302712,Medium
C104038,64,Female,Divorced,Masters,Unemployed,101468,39572,120,628,2,Mortgage,0,Approved,4,17432,7,368851,Low
C104039,64,Female,Single,Masters,Employed,142897,243457,36,625,3,Rent,1,Closed,4,18343,18,195012,Low
C104040,21,Female,Divorced,High School,Unemployed,32017,220495,36,744,3,Own,0,Ongoing,6,91690,0,60524,Medium
C104041,24,Male,Widowed,High School,Retired,57880,219885,12,594,1,Mortgage,0,Closed,8,52850,3,460352,Low
C104042,62,Male,Single,Other,Self-Employed,21355,421191,60,741,1,Mortgage,1,Approved,9,54827,5,112043,Low
C104043,52,Male,Widowed,High School,Employed,126360,24449,36,330,3,Own,0,Ongoing,8,40659,3,289855,Low
C104044,65,Female,Married,Bachelors,Unemployed,78936,255835,24,430,3,Rent,0,Rejected,5,64237,15,291848,Low
C104045,26,Male,Married,Bachelors,Retired,67266,115137,12,826,2,Own,0,Ongoing,6,47841,7,335903,Low
C104046,25,Female,Divorced,Bachelors,Self-Employed,119138,286603,180,737,1,Mortgage,0,Ongoing,7,42201,8,126076,Medium
C104047,69,Female,Widowed,Bachelors,Unemployed,80656,202867,36,625,4,Own,0,Closed,3,20314,14,399165,Medium
C104048,62,Male,Widowed,Other,Employed,74104,416820,60,566,3,Mortgage,1,Rejected,6,54517,17,496236,Medium
C104049,34,Female,Single,Bachelors,Unemployed,96844,256201,240,585,4,Rent,0,Approved,5,47416,2,289961,Low
C104050,34,Male,Widowed,PhD,Unemployed,20969,130298,120,590,1,Rent,0,Closed,7,74603,16,441519,Low
C104051,66,Female,Widowed,PhD,Unemployed,118896,215467,240,667,1,Rent,0,Rejected,0,11912,0,361349,Low
C104052,50,Male,Single,PhD,Self-Employed,20254,376478,240,785,0,Mortgage,0,Approved,4,79637,6,381172,Low
C104053,49,Female,Single,High School,Self-Employed,161378,327284,24,467,3,Rent,0,Ongoing,2,55755,9,104309,High
C104054,25,Male,Widowed,Masters,Unemployed,85516,292506,120,770,1,Own,1,Rejected,8,15941,14,92415,Low
C104055,36,Male,Divorced,Other,Unemployed,113077,164015,60,469,1,Rent,0,Closed,8,91653,12,44829,Low
C104056,55,Female,Single,PhD,Employed,169295,26319,60,645,3,Mortgage,0,Approved,2,54938,4,250599,Low
C104057,20,Female,Single,PhD,Unemployed,87967,367895,60,377,0,Own,0,Approved,9,14591,6,433302,Medium
C104058,22,Male,Widowed,Bachelors,Retired,70117,237505,120,384,0,Own,0,Rejected,1,28281,13,26726,Low
C104059,30,Female,Widowed,PhD,Retired,21737,449266,48,500,0,Own,0,Rejected,4,11730,13,142296,Low
C104060,64,Female,Single,Bachelors,Employed,102404,143769,24,660,0,Own,0,Ongoing,3,9011,8,61976,Low
C104061,63,Female,Widowed,Bachelors,Self-Employed,183548,224683,60,601,2,Mortgage,0,Approved,6,36677,5,490636,Medium
C104062,48,Male,Single,Masters,Unemployed,175397,189727,48,592,3,Rent,0,Ongoing,7,62969,18,16024,Medium
C104063,33,Male,Divorced,High School,Employed,163398,101896,12,593,3,Own,0,Ongoing,3,44976,14,363792,Low
C104064,67,Female,Divorced,Bachelors,Self-Employed,32911,229768,48,408,3,Rent,0,Closed,2,67420,15,43627,Medium
C104065,49,Female,Single,Bachelors,Employed,180152,295879,12,664,0,Rent,0,Closed,8,70038,11,217114,Medium
C104066,39,Male,Single,Masters,Self-Employed,42635,36293,120,793,0,Rent,1,Rejected,7,28564,2,451210,Medium
C104067,46,Female,Married,Bachelors,Unemployed,71179,467701,180,566,1,Rent,1,Rejected,6,7497,2,209029,Medium
C104068,39,Male,Married,Other,Employed,156285,212267,180,392,2,Mortgage,1,Rejected,7,8298,5,75342,Low
C104069,60,Female,Widowed,High School,Unemployed,83545,144082,48,363,3,Own,1,Closed,7,10887,18,447711,High
C104070,20,Female,Widowed,Other,Employed,179012,359449,120,727,2,Own,0,Ongoing,9,10677,11,179567,High
C104071,27,Female,Single,PhD,Self-Employed,145918,94359,60,667,3,Rent,1,Ongoing,7,93197,15,29399,Low
C104072,59,Male,Single,High School,Employed,68604,480152,48,404,0,Own,0,Closed,0,29362,17,70346,Low
C104073,38,Male,Married,PhD,Retired,94332,307871,48,508,0,Rent,1,Rejected,3,20413,3,313449,Low
C104074,33,Male,Married,Bachelors,Retired,69119,109545,60,773,3,Mortgage,0,Rejected,9,34193,19,467420,Low
C104075,29,Male,Single,Masters,Employed,102888,19787,12,360,4,Own,1,Ongoing,6,70141,12,428999,Medium
C104076,19,Female,Divorced,Other,Retired,81604,471658,60,645,0,Rent,0,Approved,5,95662,12,27511,Medium
C104077,58,Female,Divorced,PhD,Unemployed,36820,384854,24,311,1,Own,0,Approved,2,91229,1,319140,Medium
C104078,41,Male,Widowed,Bachelors,Retired,96502,116489,180,765,0,Rent,0,Approved,2,80563,8,89289,High
C104079,52,Female,Single,Other,Retired,132271,149375,240,494,1,Own,1,Approved,3,96504,10,208186,High
C104080,47,Female,Single,Other,Unemployed,87345,202874,240,373,2,Mortgage,0,Rejected,9,20440,2,3081,Low
C104081,47,Male,Widowed,PhD,Unemployed,190386,103782,180,685,0,Own,1,Closed,5,65776,16,302336,Low
C104082,64,Female,Married,Bachelors,Self-Employed,60875,320592,48,435,0,Mortgage,0,Closed,0,90276,11,145132,Medium
C104083,52,Female,Married,Masters,Unemployed,91041,74513,24,735,2,Mortgage,0,Approved,9,17880,4,93747,Low
C104084,36,Male,Divorced,PhD,Employed,90793,273212,60,338,1,Rent,0,Closed,3,46365,13,273110,Medium
C104085,67,Female,Single,Other,Retired,24909,115040,180,842,4,Rent,0,Ongoing,8,93213,18,350353,High
C104086,25,Female,Married,Other,Self-Employed,112881,123962,120,619,1,Own,0,Approved,6,59850,16,48982,Low
C104087,43,Female,Divorced,High School,Unemployed,34866,167299,60,652,3,Mortgage,0,Rejected,5,29466,3,16132,Low
C104088,66,Male,Divorced,Bachelors,Retired,193861,17740,36,813,3,Rent,0,Approved,4,11164,0,372607,Medium
C104089,57,Male,Divorced,High School,Employed,110404,355477,24,782,3,Mortgage,0,Ongoing,1,28595,16,90095,Low
C104090,24,Female,Married,Masters,Employed,85997,331889,180,715,2,Mortgage,0,Closed,1,51913,9,216421,Low
C104091,47,Female,Married,PhD,Self-Employed,48460,143863,36,669,1,Mortgage,1,Closed,5,33373,7,277365,Low
C104092,24,Female,Single,Other,Employed,68500,398701,24,642,0,Own,0,Closed,8,31178,10,408948,Low
C104093,20,Male,Single,Bachelors,Retired,32128,181120,240,624,3,Mortgage,0,Rejected,8,1038,19,193001,Low
C104094,18,Male,Divorced,Other,Unemployed,25202,428911,120,666,1,Mortgage,0,Approved,0,96555,9,285798,Medium
C104095,53,Male,Divorced,High School,Employed,121243,435657,36,635,0,Own,1,Rejected,6,33174,18,283347,Low
C104096,42,Female,Married,High School,Unemployed,199037,267481,36,595,1,Own,0,Ongoing,6,66607,5,278364,Low
C104097,54,Female,Married,PhD,Retired,182310,489188,24,323,2,Rent,0,Rejected,9,89750,10,233519,Low
C104098,18,Female,Single,Bachelors,Retired,99258,135996,60,741,3,Mortgage,0,Approved,1,53361,15,186144,Low
C104099,32,Female,Single,Bachelors,Unemployed,150388,413308,12,403,4,Mortgage,1,Closed,9,21005,9,312504,Low
C104100,54,Female,Widowed,PhD,Retired,131302,61052,60,711,3,Own,0,Closed,3,88008,0,108646,Medium
C104101,30,Male,Single,High School,Self-Employed,148623,236379,12,593,3,Own,0,Closed,7,45877,7,361695,High
C104102,57,Female,Married,High School,Employed,103583,6471,24,542,2,Rent,0,Closed,5,20827,16,388888,Low
C104103,25,Female,Divorced,High School,Self-Employed,183616,56194,48,641,0,Own,1,Rejected,6,62405,18,368427,Low
C104104,22,Female,Widowed,Other,Self-Employed,80064,442604,60,472,3,Own,0,Approved,9,47274,8,323162,Low
C104105,26,Male,Single,Masters,Self-Employed,117119,491448,36,715,0,Own,0,Approved,5,50604,19,50552,Low
C104106,18,Female,Single,High School,Unemployed,42413,252279,60,402,0,Own,0,Approved,8,84373,7,135278,Low
C104107,53,Male,Married,Masters,Unemployed,102341,470241,240,459,2,Rent,1,Rejected,9,68523,8,303425,Low
C104108,52,Male,Widowed,Masters,Retired,199971,194117,24,556,3,Mortgage,0,Closed,9,19173,15,437887,Low
C104109,19,Male,Single,Bachelors,Unemployed,106891,124076,240,495,2,Mortgage,0,Closed,8,200,13,4858,Low
C104110,57,Male,Divorced,PhD,Retired,53033,78392,48,690,2,Mortgage,0,Approved,5,40593,5,334833,Medium
C104111,40,Male,Married,Other,Unemployed,121154,492363,48,369,4,Mortgage,0,Closed,5,22584,8,450243,Medium
C104112,26,Female,Widowed,Masters,Retired,21378,328232,60,546,2,Mortgage,0,Rejected,8,79956,10,232600,Low
C104113,51,Female,Single,Other,Employed,157575,473117,60,628,4,Own,0,Ongoing,9,58126,14,93100,High
C104114,63,Male,Single,Bachelors,Retired,125461,104909,240,457,0,Mortgage,1,Closed,8,5225,14,272150,Medium
C104115,31,Male,Widowed,High School,Employed,193846,272808,120,354,0,Own,0,Ongoing,2,70457,4,350184,Medium
C104116,21,Male,Married,Masters,Retired,139104,93859,60,785,1,Mortgage,0,Ongoing,6,36481,7,255331,Low
C104117,47,Female,Widowed,PhD,Unemployed,53617,96991,24,542,1,Mortgage,1,Ongoing,2,22036,19,334760,Low
C104118,48,Female,Widowed,Bachelors,Unemployed,155886,124805,12,652,0,Own,0,Closed,3,9130,2,385366,Low
C104119,55,Male,Married,Other,Employed,146616,403595,120,709,3,Mortgage,0,Ongoing,8,35884,19,119415,Low
C104120,28,Female,Single,High School,Self-Employed,43763,465876,12,314,1,Own,0,Closed,9,26996,3,370080,Low
C104121,52,Female,Divorced,Other,Self-Employed,161072,36536,240,446,2,Rent,1,Approved,7,54342,6,237432,Medium
C104122,25,Male,Married,PhD,Retired,154346,141063,36,789,1,Rent,1,Rejected,5,41723,16,481563,Low
C104123,20,Male,Divorced,Masters,Unemployed,74232,470546,180,324,0,Rent,0,Ongoing,5,91366,11,357127,Low
C104124,31,Female,Single,PhD,Self-Employed,165299,99754,24,632,3,Mortgage,0,Ongoing,7,37387,5,418528,Low
C104125,30,Female,Widowed,Other,Unemployed,168351,383278,120,473,0,Mortgage,0,Approved,1,59142,3,488189,Medium
C104126,62,Female,Divorced,Other,Unemployed,130249,101649,240,589,3,Mortgage,1,Rejected,4,70724,17,394396,Medium
C104127,49,Male,Single,PhD,Unemployed,193808,368754,48,444,1,Mortgage,0,Approved,6,62574,15,344943,Low
C104128,51,Male,Single,PhD,Retired,112916,98513,120,421,2,Own,0,Rejected,2,37734,0,170679,Low
C104129,62,Male,Widowed,PhD,Employed,160723,295503,36,326,2,Rent,0,Ongoing,7,74997,16,181646,High
C104130,36,Female,Widowed,High School,Retired,104463,122060,48,365,0,Own,0,Rejected,2,16342,4,456206,Low
C104131,55,Female,Single,Other,Self-Employed,27771,447518,120,400,3,Rent,0,Approved,3,23924,17,84772,Low
C104132,33,Male,Single,Bachelors,Employed,98996,381353,240,687,1,Rent,0,Ongoing,9,96155,5,232338,Low
C104133,19,Female,Divorced,High School,Self-Employed,90173,23043,48,393,3,Own,1,Approved,9,86113,12,274423,Medium
C104134,57,Male,Single,High School,Employed,60834,93059,60,366,3,Own,1,Ongoing,5,43800,7,318826,Low
C104135,34,Female,Single,High School,Employed,154625,14070,48,549,3,Own,0,Closed,5,21825,18,451002,Low
C104136,51,Male,Divorced,Bachelors,Retired,185189,208807,120,441,1,Rent,0,Ongoing,1,80690,15,69042,Low
C104137,59,Female,Married,PhD,Unemployed,121290,220311,48,566,3,Own,0,Rejected,1,41633,17,188023,Medium
C104138,33,Female,Divorced,Other,Unemployed,148928,483019,24,514,2,Mortgage,1,Rejected,2,37372,6,23892,Low
C104139,55,Male,Divorced,Masters,Employed,54890,412349,60,788,0,Own,1,Rejected,2,41901,8,401655,High
C104140,19,Male,Widowed,Masters,Retired,113740,61955,60,795,4,Rent,0,Rejected,3,17326,0,19362,Low
C104141,19,Male,Divorced,Other,Self-Employed,99428,295715,36,779,3,Rent,0,Rejected,3,69279,8,230873,Low
C104142,43,Male,Single,Bachelors,Self-Employed,28689,425207,60,789,2,Own,0,Closed,3,71819,9,157813,Low
C104143,30,Male,Single,Masters,Unemployed,48063,252275,12,300,2,Own,1,Ongoing,9,36604,17,20571,Low
C104144,64,Female,Single,High School,Unemployed,77198,82115,24,308,0,Rent,0,Ongoing,9,80274,0,77781,Low
C104145,48,Male,Married,Masters,Self-Employed,21363,185813,36,679,0,Rent,1,Closed,2,9381,12,386595,Low
C104146,51,Male,Single,Other,Self-Employed,167763,366035,12,443,4,Own,1,Closed,0,45816,13,325044,Medium
C104147,56,Male,Married,High School,Retired,153823,220611,48,601,4,Mortgage,0,Rejected,8,43913,6,414543,Low
C104148,20,Male,Single,Masters,Self-Employed,143763,135644,180,716,4,Mortgage,1,Approved,1,10505,7,280075,Low
C104149,25,Male,Divorced,Other,Retired,27782,26871,12,478,1,Mortgage,0,Approved,2,62818,0,161307,Low
C104150,40,Female,Widowed,Bachelors,Unemployed,103184,404439,36,577,1,Rent,0,Rejected,1,15414,1,149446,High
C104151,31,Male,Single,Other,Self-Employed,163612,281341,60,443,2,Mortgage,0,Closed,5,72927,10,190240,Medium
C104152,44,Male,Married,Bachelors,Unemployed,65991,79923,24,638,0,Mortgage,0,Ongoing,5,24311,0,293847,Medium
C104153,46,Male,Married,High School,Employed,90875,107657,180,758,3,Own,0,Approved,0,34677,11,199754,Medium
